NewID,OldID,Group,Family,Genus,Species,Life form,Leaf form,Site,Ynew,Xnew,Hmax,Hact,Ks,Kl,P50,Ppd,Pmd,TLP,AlAs,WD,Vdia,VD,VLmax,ALT,MAT,MAP,PET,AI,Soiltype,Ecotype,Biome,Note_Biome,
s1475,a0301,Ang,Malvaceae,Pterospermum,Pterospermum lanceaefolium,T,E,s120,23.17,112.57,25,24,2.06,2.3,-0.77,,,-1.5,1.040084,0.4,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1476,a0302,Ang,Euphorbiaceae,Sapium,Sapium discolor,T,E,s120,23.17,112.57,20,12,4.41,7.79,-1.01,,,-2.06,1.652872,0.43,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1477,a0303,Ang,Moraceae,Ficus,Ficus fistulosa,T,E,s120,23.17,112.57,16,15,2.22,1.55,-0.8,,,-0.77,0.7247535,0.39,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1478,a0304,Ang,Aquifoliaceae,Ilex,Ilex cochinchinensis,T,E,s120,23.17,112.57,15,15,0.79,0.99,-5.94,,,-2.05,1.184513,0.56,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1479,a0305,Ang,Lamiaceae,Vitex,Vitex quinata,T,E,s120,23.17,112.57,12,12,1.71,3.41,-3.26,,,-1.25,1.824033,0.49,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1480,a0306,Ang,Moraceae,Ficus,Ficus variegata,T,E,s120,23.17,112.57,15,10,8.01,10.69,-1.19,,,-0.87,1.21139,0.38,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1481,a0307,Ang,Fabaceae,Pithecellobium,Pithecellobium clypearia,T,E,s120,23.17,112.57,10,10,4.89,7.1,-1.99,,,-1.29,1.364843,0.36,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1482,a0308,Ang,Lauraceae,Machilus,Machilus kwangtungensis,T,E,s120,23.17,112.57,10,10,4.86,9.14,-0.76,,,-1.52,1.644233,0.47,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1483,a0309,Ang,Malvaceae,Pterospermum,Pterospermum heterophyllum,T,E,s120,23.17,112.57,20,20,6.22,6.88,-0.75,,,-1.66,0.9150897,0.37,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1484,a0310,Ang,Burseraceae,Canarium,Canarium pimela,T,E,s120,23.17,112.57,20,18,2.19,3.04,-0.91,,,-1.77,1.234486,0.46,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1485,a0311,Ang,Moraceae,Ficus,Ficus nervosa,T,E,s120,23.17,112.57,35,16,5.65,6.83,-0.55,,,-0.93,1.170387,0.43,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1486,a0312,Ang,Phyllanthaceae,Glochidion,Glochidion eriocarpum,S,E,s120,23.17,112.57,5,3,1.7,1.84,-0.65,,,-1.66,1.068917,0.47,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1487,a0313,Ang,Euphorbiaceae,Alchornea,Alchornea trewioides,S,E,s120,23.17,112.57,3,2,4.06,3.82,-0.9,,,-1.56,0.9212002,0.51,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1488,a0314,Ang,Hypericaceae,Cratoxylum,Cratoxylum cochinchinense,T,E,s120,23.17,112.57,25,18,3.28,2.92,-0.83,,,-1.44,0.8535357,0.58,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1489,a0315,Ang,Cannabaceae,Trema,Trema tomentosa,T,E,s120,23.17,112.57,10,9,4.13,5.64,-2.64,,,-1.14,1.321424,0.34,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1490,a0316,Ang,Rubiaceae,Nauclea,Nauclea officinalis,T,E,s120,23.17,112.57,12,12,5.43,9.54,,,,-0.85,1.505418,0.53,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1491,a0318,Ang,Symplocaceae,Symplocos,Symplocos lancifolia,T,E,s120,23.17,112.57,20,5,1.6,3.35,-5.38,,,-1.1,1.790648,0.51,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1492,a0319,Ang,Lauraceae,Lindera,Lindera kwangtungensis,T,E,s120,23.17,112.57,30,26,3.39,4.22,-2.99,,,-1.38,1.192045,0.42,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1493,a0320,Ang,Fabaceae,Ormosia,Ormosia pinnata,T,E,s120,23.17,112.57,25,18,5.92,3.82,-0.74,,,-1.39,0.520701,0.49,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1494,a0321,Ang,Fabaceae,Erythrophleum,Erythrophleum fordii,T,E,s120,23.17,112.57,30,25,2.68,1.42,-0.88,,,-2.25,0.4822698,0.61,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1495,a0322,Ang,Verbenaceae,Clerodendrum,Clerodendrum fortunatum,S,E,s120,23.17,112.57,2.5,2.5,3.83,6.85,-1.88,,,-1.35,1.686076,0.44,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1496,a0323,Ang,Rutaceae,Zanthoxylum,Zanthoxylum avicennae,T,E,s120,23.17,112.57,15,15,5.39,15.51,-0.55,,,-1.97,2.75234,0.6,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1497,a0324,Ang,Myrtaceae,Rhodomyrtus,Rhodomyrtus tomentosa,S,E,s120,23.17,112.57,4,2,2.95,5.84,-1.1,,,-1.5,1.948296,0.7,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1498,a0325,Ang,Theaceae,Camellia,Camellia semiserrata,T,E,s120,23.17,112.57,15,12,0.51,1.37,-4.39,,,-1.65,2.596202,0.59,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1499,a0326,Ang,Magnoliaceae,Michelia,Michelia maudiae,T,E,s120,23.17,112.57,20,16,1.45,2.73,-3.5,,,-1.83,1.864159,0.49,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1500,a0327,Ang,Pentaphylacaceae,Eurya,Eurya chinensis,T,E,s120,23.17,112.57,3,2,0.79,1.38,-1.4,,,-1.42,1.722134,0.5,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1501,a0328,Ang,Lauraceae,Lindera,Lindera communis,T,E,s120,23.17,112.57,8,8,3.88,4.76,-3.37,,,-2.13,1.04949,0.37,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1502,a0329,Ang,Rubiaceae,Ixora,Ixora chinensis,T,E,s120,23.17,112.57,2,2,0.39,0.76,-1.48,,,-1.77,1.872748,0.78,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1503,a0330,Ang,Moraceae,Ficus,Ficus hispida,T,E,s120,23.17,112.57,6,5,5.51,5.41,-1.06,,,-1.08,0.9660757,0.35,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1504,a0331,Ang,Magnoliaceae,Tsoongiodendron,Tsoongiodendron odorum,T,E,s120,23.17,112.57,25,24,1.64,2.41,-4.54,,,-2.14,1.26891,0.41,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1505,a0332,Ang,Paeoniaceae,Paeonia,Paeonia delavayi,S,D,s120,23.17,112.57,1.5,1.5,3.62,9.64,-1.12,,,-1.32,2.525537,0.49,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1506,a0333,Ang,Melastomataceae,Melastoma,Melastoma affine,S,E,s120,23.17,112.57,2,1,3.65,11.29,-2.08,,,-1.08,2.335226,0.46,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1507,a0334,Ang,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,E,s120,23.17,112.57,40,20,1.63,2.15,-2.37,,,-1.21,1.1466866,0.5,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1508,a0335,Ang,Phyllanthaceae,Bridelia,Bridelia insulana,T,E,s120,23.17,112.57,17,15.5,7.05,14.13,-3.34,,,-1.63,1.970113,0.52,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1509,a0336,Ang,Sapotaceae,Sarcosperma,Saurauia tristyla,T,E,s120,23.17,112.57,12,6,1.12,0.82,-0.65,,,-0.79,0.7057316,0.39,,,,28,22.5,1656,1293,1.2807,Lithosol,Jian Nan subtropical evergreen forests,TRS,,
s1511,a0377,Ang,Fagaceae,Quercus,Quercus ilex,T,E,s261,43.73,3.58,20,1,1.86,,-3.88,-0.5,,,,0.84,,,,213,12.9,732,982,0.7454,Rendzina,Northeastern Spain and Southern France Mediterranean forests,TMS,,
s1512,a0380,Ang,Simaroubiaceae,Simarouba,Simarouba glauca,T,E,s107,10.87,-85.57,15,,,3.66,,,-1.46,,0.5882353,,,,,158,25.4,1779,1694,1.0501,Luvisol,Central American dry forests,TRS,,
s1513,a0381,Ang,Burseraceae,Bursera,Bursera simaruba,T,D,s107,10.87,-85.57,30,25,,2.14,,,-1.02,,1.851852,,,,,158,25.4,1779,1694,1.0501,Luvisol,Central American dry forests,TRS,,
s1515,a0386,Ang,Malpighiaceae,Byrsonima,Byrsonima crassifolia,T,E,s107,10.87,-85.57,10,,,2.25,,,-1.68,,1.204819,,,,,158,25.4,1779,1694,1.0501,Luvisol,Central American dry forests,TRS,,
s1516,a0387,Ang,Fabaceae,Hymenaea,Hymenaea courbaril,T,E,s107,10.87,-85.57,10,,,1.69,,,-1.98,,0.9345794,,,,,158,25.4,1779,1694,1.0501,Luvisol,Central American dry forests,TRS,,
s1517,a0391,Gym,Araucariaceae,Agathis,Agathis lanceolata,T,E,s056,-22.03,166.47,40,,0.95,1.76,,,,,0.3846154,,,,,943,18.3,2190,1142,1.9001,Cambisol,New Caledonia rain forests,TRR,,
s1518,a0394,Ang,Chloranthaceae,Ascarina,Ascarina rubicaulis,T,D,s056,-22.03,166.47,5,,1.08,2.42,,,,,0.4545455,,,,,943,18.3,2190,1142,1.9001,Cambisol,New Caledonia rain forests,TRR,,
s1520,a0396,Ang,Cunoniaceae,Cunonia,Cunonia pterophylla,T,E,s056,-22.03,166.47,15,,1.03,2.94,,,,,0.3571429,,,,,943,18.3,2190,1142,1.9001,Cambisol,New Caledonia rain forests,TRR,,
s1522,a0398,Ang,Atherospermataceae,Nemuaron,Nemuaron vieillardii,T,E,s056,-22.03,166.47,10,,1.21,1.63,,,,,0.5,,,,,943,18.3,2190,1142,1.9001,Cambisol,New Caledonia rain forests,TRR,,
s1523,a0399,Ang,Nothofagaceae,Nothofagus,Nothofagus codonandra,T,E,s056,-22.03,166.47,20,,1.33,2.07,,,,,0.4761905,,,,,943,18.3,2190,1142,1.9001,Cambisol,New Caledonia rain forests,TRR,,
s1524,a0400,Ang,Ericaceae,Styphelia,Styphelia sp.,S,E,s056,-22.03,166.47,4,1.5,0.73,1.61,,,,,0.4347826,,,,,943,18.3,2190,1142,1.9001,Cambisol,New Caledonia rain forests,TRR,,
s1526,a0402,Gym,Cupressaceae,Diselma,Diselma archeri,T,E,s010,-42.68,146.58,4,,,1.71,,,,,0.07246377,,,,,1114,4.6,1516,661,2.2662,Cambisol,Tasmanian Central Highland forests,TMR,,
s1527,a0403,Gym,Podocarpaceae,Phyllocladus,Phyllocladus aspleniifolius,T,E,s010,-42.68,146.58,30,,,0.31,,,,,0.3344482,,,,,1114,4.6,1516,661,2.2662,Cambisol,Tasmanian Central Highland forests,TMR,,
s1528,a0405,Ang,Atherospermataceae,Atherosperma,Atherosperma moschatum,T,E,s010,-42.68,146.58,40,15,0.22,0.77,,,,,0.2881844,,,,,1114,4.6,1516,661,2.2662,Cambisol,Tasmanian Central Highland forests,TMR,,
s1529,a0406,Ang,Myrtaceae,Eucalyptus,Eucalyptus coccifera,T,E,s010,-42.68,146.58,15,,0.76,2.57,,,,-2.34,0.3484321,,,,,1114,4.6,1516,661,2.2662,Cambisol,Tasmanian Central Highland forests,TMR,,
s1530,a0407,Ang,Myrtaceae,Leptospermum,Leptospermum rupestre,S,E,s010,-42.68,146.58,2,,0.19,1.78,,,,,0.1041667,,,,,1114,4.6,1516,661,2.2662,Cambisol,Tasmanian Central Highland forests,TMR,,
s1532,a0409,Ang,Ericaceae,Richea,Richea scoparia,S,D,s010,-42.68,146.58,2,,0.13,2.52,,,,-1.53,0.04761905,,,,,1114,4.6,1516,661,2.2662,Cambisol,Tasmanian Central Highland forests,TMR,,
s1533,a0410,Ang,Winteraceae,Tasmannia,Tasmannia lanceolata,T,E,s010,-42.68,146.58,10,,,0.5,,,,,0.1492537,,,,,1114,4.6,1516,661,2.2662,Cambisol,Tasmanian Central Highland forests,TMR,,
s1534,a0431,Ang,Myrsinaceae,Ardisia,Ardisia palmana,T,E,s101,10.2,-84.7,5,,0.23,6.2,,,,,0.04807692,,,,,1226,20.3,2712,1524,1.8996,Acrisol,Costa Rican seasonal moist forests,TRR,,
s1535,a0433,Ang,Rubiaceae,Cosmibuena,Cosmibuena valerii,T,E,s101,10.2,-84.7,7,,0.39,4.1,-0.66,,-0.4,,0.09615385,,,,,1226,20.3,2712,1524,1.8996,Acrisol,Costa Rican seasonal moist forests,TRR,,
s1537,a0436,Ang,Winteraceae,Drimys,Drimys granadensis,T,E,s101,10.2,-84.7,18,16,0.39,3.3,-1.44,,-0.36,,0.1190476,,,,,1226,20.3,2712,1524,1.8996,Acrisol,Costa Rican seasonal moist forests,TRR,,
s1538,a0487,Ang,Rosaceae,Photinia,Photinia arbutifolia,S,E,s169,34.2,-118.4,10,,,,-6,,-6,,,,,,,217,17.5,367,1342,0.2734,Regosol,California coastal sage and chaparral,WDS,,
s1539,a0490,Ang,Anacardiaceae,Rhus,Rhus laurina,S,E,s169,34.2,-118.4,5,,4.8,,-1.0455,,-2.25,,,,,,,217,17.5,367,1342,0.2734,Regosol,California coastal sage and chaparral,WDS,,
s1540,a0495,Ang,Fabaceae,Acacia,Acacia constricta,S,D,s139,32.01,-110.63,6,,2.71,,,,-4.3,,,,,,,1041,18.2,370,1620,0.2265,Yermosol,Sonoran desert,DES,,
s1541,a0501,Ang,Fabaceae,Parkinsonia,Parkinsonia microphylla,T,D,s139,32.01,-110.63,7,7,0.894,,-1.01,-1.94,-2.31,,,,,,,1041,18.2,370,1620,0.2265,Yermosol,Sonoran desert,DES,,
s1542,a0524,Gym,Pinaceae,Pinus,Pinus sylvestris,T,E,s238,41.22,0.92,45,,0.4151669,3.727443,-3.412667,-1.92,-2.25,,0.1172237,,,,,671,12.7,650,938,0.695,Cambisol,Northeastern Spain and Southern France Mediterranean forests,TMS,,
s1543,a0527,Ang,Fagaceae,Quercus,Quercus ilex,T,E,s238,41.22,0.92,20,2,2.533917,11.95859,-2.02,-4.066667,-4.066667,,0.2512563,,,,,671,12.7,650,938,0.695,Cambisol,Northeastern Spain and Southern France Mediterranean forests,TMS,,
s1544,a0544,Ang,Rhamnaceae,Ceanothus,Ceanothus crassifolius,S,E,s173,34.5,-119.82,3,,0.53,5.31,-8.2,-7.76,-8.2,,0.1379659,,,,,271,14.2,636,1214,0.5247,Regosol,California montane chaparral and woodlands,WDS,,
s1545,a0549,Ang,Sapindaceae,Acer,Acer buergerianum,T,D,s137,31.82,114.05,20,7.5,1.714228,2.823522,,,,-1.455881,0.6338941,0.508779,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1546,a0550,Ang,Alangiaceae,Alangium,Alangium chinense,S,D,s137,31.82,114.05,5,4,2.121642,2.104444,,,,-1.59,1.008172,0.5294232,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1547,a0551,Ang,Ulmaceae,Celtis,Celtis sinensis,T,D,s137,31.82,114.05,20,11.5,1.981401,3.145436,,,,-1.657,0.5781384,0.536757,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1548,a0552,Ang,Rosaceae,Cerasus,Cerasus pseudocerasus,T,D,s137,31.82,114.05,8,5,2.305123,2.935627,,,,-1.413333,0.7530328,0.5696002,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1549,a0553,Ang,Fagaceae,Cyclobalanopsis,Cyclobalanopsis glauca,T,E,s137,31.82,114.05,20,17.5,1.300943,3.291054,,,,-1.956667,0.4026168,0.6193949,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1550,a0554,Ang,Ebenaceae,Diospyros,Diospyros lotus,T,D,s137,31.82,114.05,30,25,3.76506,4.201541,-1.34,,,-2.22,0.9262239,0.5769248,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1551,a0555,Ang,Elaeagnaceae,Elaeagnus,Elaeagnus pungens,S,E,s137,31.82,114.05,4,3.5,0.6849216,1.239102,,,,-1.75,0.5523727,0.5944447,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1552,a0556,Ang,Celastraceae,Euonymus,Euonymus alatus,S,D,s137,31.82,114.05,2.5,2,1.311823,2.416226,,,,-1.99,0.5371026,0.6113174,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1553,a0557,Ang,Staphyleaceae,Euscaphis,Euscaphis japonica,S,D,s137,31.82,114.05,8,4,1.652584,2.398261,,,,-1.84,0.7265138,0.5621756,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1554,a0558,Ang,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,D,s137,31.82,114.05,40,27.5,1.34249,2.340265,-1.05,,,-1.003636,0.5899148,0.5345733,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1555,a0559,Ang,Euphorbiaceae,Mallotus,Mallotus japonicus ,S,D,s137,31.82,114.05,4,3,4.172349,1.540295,,,,-1.58,1.816899,0.5003735,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1556,a0561,Ang,Fagaceae,Quercus,Quercus variabilis,T,D,s137,31.82,114.05,30,6.5,3.355625,5.375282,,,,-1.52,0.4961611,0.6794069,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1557,a0562,Ang,Saxifragaceae,Ribes,Ribes nigrum,S,D,s137,31.82,114.05,2,1.5,1.01558,1.783115,,,,-2.19,0.5977538,0.6735352,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1558,a0563,Ang,Leguminosae,Robinia,Robinia pseudoacacia,T,D,s137,31.82,114.05,52,17.5,5.467123,6.7787,,,,-1.8,0.8374994,0.5173338,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1559,a0564,Ang,Caprifoliaceae,Viburnum,Viburnum dilatatum,S,D,s137,31.82,114.05,3,2.4,1.570803,2.153797,,,,-1.15,0.8894833,0.6570132,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1560,a0565,Ang,Verbenaceae,Vitex,Vitex negundo,S,D,s137,31.82,114.05,8,4.5,3.328984,3.378871,,,,-1.76,0.8931605,0.5389518,,,,372,15.4,1129,1099,1.0272,Lithosol,Changjiang Plain evergreen forests,TMR,,
s1561,a0566,Ang,Elaeagnaceae,Hippophae,Hippophae rhamnoides,T,D,s171,34.32,102.73,4,3,1.674084,3.388946,,,,-1.59,0.5347508,0.6190359,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1562,a0567,Ang,Berberidaceae,Berberis,Berberis longispina,S,D,s171,34.32,102.73,1.5,0.75,1.119259,3.018645,,,,-1.596667,0.3847377,0.6761881,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1563,a0568,Ang,Rosaceae,Cerasus,Cerasus szechuanica,T,D,s171,34.32,102.73,8,5,1.028049,1.581376,,,,-1.82,0.631746,0.5702993,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1564,a0569,Ang,Caprifoliaceae,Lonicera,Lonicera chrysantha,S,D,s171,34.32,102.73,4,4,1.123673,1.302032,,,,-1.19,0.847452,0.6063664,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1565,a0570,Ang,Caprifoliaceae,Lonicera,Lonicera ferdinandii ,S,D,s171,34.32,102.73,3,3,1.005429,1.827736,,,,-1.756667,0.5534614,0.6782866,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1566,a0571,Ang,Caprifoliaceae,Lonicera,Lonicera nervosa,S,D,s171,34.32,102.73,3.5,3.5,1.86377,2.388709,,,,-1.493333,0.7768745,0.5702192,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1567,a0572,Ang,Caprifoliaceae,Lonicera,Lonicera tangutica,S,D,s171,34.32,102.73,4,3,1.164063,2.343859,,,,-1.623333,0.5141125,0.6099831,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1568,a0573,Ang,Rosaceae,Potentilla,Potentilla fruticosa,S,D,s171,34.32,102.73,1.8,1.75,0.9895061,2.210868,,,,-2.07,0.4490324,0.6913823,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1569,a0574,Ang,Rosaceae,Potentilla,Potentilla glabra,S,D,s171,34.32,102.73,3,1.15,0.9847171,2.282247,,,,-1.41,0.4376631,0.6780041,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1570,a0575,Ang,Saxifragaceae,Ribes,Ribes alpestre,S,D,s171,34.32,102.73,3,2,1.126667,2.178257,,,,-1.903333,0.5396388,0.663736,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1571,a0576,Ang,Saxifragaceae,Ribes,Ribes himalense,S,D,s171,34.32,102.73,2,1.5,1.661311,2.47679,,,,-1.103333,0.7184148,0.6525928,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1572,a0577,Ang,Rosaceae,Rosa,Rosa moyesii,S,D,s171,34.32,102.73,4,2.5,3.315734,3.581324,,,,-1.486667,0.916885,0.5927931,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1573,a0578,Ang,Rosaceae,Rosa,Rosa omeiensis,S,D,s171,34.32,102.73,4,3.5,1.526777,2.452622,,,,-1.923333,0.7756091,0.6419419,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1574,a0579,Ang,Rosaceae,Sibiraea,Sibiraea angustata,S,D,s171,34.32,102.73,2.5,2.25,1.211161,2.391668,,,,-0.9833333,0.5358663,0.7456328,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1575,a0580,Ang,Rosaceae,Spiraea,Spiraea mongolica,S,D,s171,34.32,102.73,3,3,0.8899692,2.976822,,,,-1.766667,0.3266929,0.7180211,,,,3653,0.1,652,733,0.8908,Lithosol,Southeast Tibet shrublands and meadows,TMS,,
s1576,a0581,Ang,Fabaceae,Brachystegia,Brachystegia boehmii,T,D,s083,-12.82,28.37,15,,0.73,,-3.22,-1.9,,,,,25,542,24.7,1246,20,1269,1744,0.7264,Ferralsol,Central Zambezian Miombo woodlands,WDS,,
s1577,a0582,Ang,Fabaceae,Brachystegia,Brachystegia floribunda,T,D,s083,-12.82,28.37,15,,1.11,,-1.7,-1.4,,,,,25,520,29.5,1246,20,1269,1744,0.7264,Ferralsol,Central Zambezian Miombo woodlands,WDS,,
s1578,a0583,Ang,Fabaceae,Brachystegia,Brachystegia longifolia,T,D,s083,-12.82,28.37,15,,0.68,,-2.51,-1.5,,,,,26,435,30.9,1246,20,1269,1744,0.7264,Ferralsol,Central Zambezian Miombo woodlands,WDS,,
s1579,a0584,Ang,Fabaceae,Brachystegia,Brachystegia spiciformis,T,D,s083,-12.82,28.37,16,,0.84,,-2.79,-1.49,,,,,25,456,26,1246,20,1269,1744,0.7264,Ferralsol,Central Zambezian Miombo woodlands,WDS,,
s1580,a0585,Ang,Fabaceae,Erythrophleum,Erythrophleum africanum,T,D,s083,-12.82,28.37,15,,0.97,,-3.11,-1.71,,,,,24,353,25.2,1246,20,1269,1744,0.7264,Ferralsol,Central Zambezian Miombo woodlands,WDS,,
s1581,a0586,Ang,Fabaceae,Isoberlinia,Isoberlinia angolensis,T,D,s083,-12.82,28.37,16,,1.33,,-1.95,-0.9,,,,,26,209,25.4,1246,20,1269,1744,0.7264,Ferralsol,Central Zambezian Miombo woodlands,WDS,,
s1582,a0587,Ang,Fabaceae,Julbernardia,Julbernardia paniculata,T,D,s083,-12.82,28.37,23,,1.15,,-2.24,-0.8,,,,,27,340,34,1246,20,1269,1744,0.7264,Ferralsol,Central Zambezian Miombo woodlands,WDS,,
s1584,a0589,Ang,Fabaceae,Pericopsis,Pericopsis angolensis,T,D,s083,-12.82,28.37,26,,0.95,,-3.18,-1.7,,,,,20,544,22,1246,20,1269,1744,0.7264,Ferralsol,Central Zambezian Miombo woodlands,WDS,,
s1585,a0590,Gym,Cupressaceae,Cryptomeria,Cryptomeria japonica,T,E,s219,40.08,140.25,50,40,,,,,,-2,,,,,,140,9.9,1578,830,1.8903,Lithosol,Nihonkai montane deciduous forests,TMS,,
s1586,a0591,Ang,Caryocaraceae,Caryocar,Caryocar glabrum,T,D,s088,1.9,-67.05,11,6,2.422535211,3.172413793,,,,,0.797773655,0.35,35.52941176,131.4,,92,26.2,3425,1985,1.7274,Ferralsol,Negro-Branco moist forests,TRR,,
s1587,a0592,Ang,Lauraceae,Ocotea,Ocotea aciphylla,T,E,s088,1.9,-67.05,18,15,6.103286385,8.517241379,,,,,0.73253833,0.46,37.41176471,181.4,,92,26.2,3425,1985,1.7274,Ferralsol,Negro-Branco moist forests,TRR,,
s1588,a0593,Ang,Caesalpiniaceae,Eperua,Eperua leucantha,T,E,s088,1.9,-67.05,12,,3.924882629,3.482758621,,,,,1.155913978,0.49,41.41176471,93.26,,92,26.2,3425,1985,1.7274,Ferralsol,Negro-Branco moist forests,TRR,,
